"TIMESTAMP","BattV_Min","PTemp_C_Max","Temp","Temp_Avg","Temp_Max","Temp_TMx","Temp_Min","Temp_TMn","Umid","Umid_Avg","Umid_Max","Umid_TMx","Umid_Min","Umid_TMn","Pressao","Pressao_Avg","Pressao_Max","Pressao_TMx","Pressao_Min","Pressao_TMn","Tempbar","Tempbar_Avg","Tempbar_Max","Tempbar_TMx","Tempbar_Min","Tempbar_TMn","RadFlux","RadFlux_Avg","RadFlux_Max","RadFlux_TMx","RadTot_Tot","VelVento_Max","VelVento_TMx","VelVento_S_WVT","DirVento_D1_WVT","DirVento_SD1_WVT","Chuva_Tot"
"2023-04-01 09:00:00",12.05,25.64,22.49,22.02,22.49,"2023-04-01 08:59:51",21.76,"2023-04-01 08:00:11",73.14,75.02,76.64,"2023-04-01 08:01:01",72.76,"2023-04-01 08:58:21",1013,1012.612,1012.88,"2023-04-01 08:35:32",1012.378,"2023-04-01 08:02:02",26.03,25.62756,26.03,"2023-04-01 08:59:52",25.488,"2023-04-01 08:14:52",286.4,143.3,301.6,"2023-04-01 08:59:12",0.5159388,9.7,"2023-04-01 08:33:55",4.227,186,18.42,0
"2023-04-01 10:00:00",12.06,28.2,23.52,22.86,23.61,"2023-04-01 09:52:51",22.46,"2023-04-01 09:00:01",69.74,72.03,73.49,"2023-04-01 09:03:41",68.88,"2023-04-01 09:53:41",1013,1012.77,1012.933,"2023-04-01 09:28:42",1012.607,"2023-04-01 09:03:42",28.34,27.11573,28.34,"2023-04-01 09:59:42",26.03,"2023-04-01 09:00:01",863,363.5,1032,"2023-04-01 09:52:32",1.308562,8.13,"2023-04-01 09:26:52",3.514,183.4,21.61,0
"2023-04-01 11:00:00",12.05,34.46,25.4,24.54,25.4,"2023-04-01 10:59:51",23.56,"2023-04-01 10:00:01",62.63,65.06,70.01,"2023-04-01 10:00:21",61.86,"2023-04-01 10:58:41",1012,1012.455,1012.714,"2023-04-01 10:00:42",1012.273,"2023-04-01 10:59:02",33.64,31.19419,33.637,"2023-04-01 10:59:52",28.34,"2023-04-01 10:00:01",978,795.7,1170,"2023-04-01 10:49:37",2.864468,7.742,"2023-04-01 10:19:08",3.191,199.8,25.12,0
"2023-04-01 12:00:00",12.05,35.84,25.42,25.17,25.62,"2023-04-01 11:56:01",24.68,"2023-04-01 11:20:51",61.25,61.62,62.72,"2023-04-01 11:55:01",59.92,"2023-04-01 11:19:31",1012,1012.145,1012.397,"2023-04-01 11:06:02",1011.829,"2023-04-01 11:58:12",34.96,34.70192,34.965,"2023-04-01 11:48:42",33.637,"2023-04-01 11:00:01",993,965,1084,"2023-04-01 11:03:56",3.472637,9.9,"2023-04-01 11:19:24",3.778,200.5,23.31,0
"2023-04-01 13:00:00",12.06,35.84,25.49,25.71,25.99,"2023-04-01 12:47:31",25.3,"2023-04-01 12:32:21",54.54,57.92,62.26,"2023-04-01 12:00:51",54.2,"2023-04-01 12:53:31",1011,1011.581,1011.936,"2023-04-01 12:00:02",1011.19,"2023-04-01 12:58:02",34.95,35.08396,35.264,"2023-04-01 12:36:12",34.928,"2023-04-01 12:59:22",971,1014,1127,"2023-04-01 12:15:32",3.651549,10.98,"2023-04-01 12:49:50",3.947,203.6,26.52,0
"2023-04-01 14:00:00",12.05,35.08,25.18,25.14,25.63,"2023-04-01 13:19:51",24.69,"2023-04-01 13:42:31",45.66,49.66,55.48,"2023-04-01 13:03:21",44.41,"2023-04-01 13:50:01",1011,1011.04,1011.327,"2023-04-01 13:00:12",1010.6,"2023-04-01 13:52:42",34.14,34.4584,34.947,"2023-04-01 13:00:01",34.12,"2023-04-01 13:57:32",858,925,979,"2023-04-01 13:10:17",3.33148,12.54,"2023-04-01 13:35:56",4.518,213.2,26.72,0
"2023-04-01 15:00:00",12.05,35.36,25,25.21,25.76,"2023-04-01 14:15:11",24.9,"2023-04-01 14:44:11",45.79,45.2,46.21,"2023-04-01 14:03:21",43.75,"2023-04-01 14:17:41",1011,1010.846,1011.065,"2023-04-01 14:32:42",1010.522,"2023-04-01 14:48:32",35.16,34.69004,35.164,"2023-04-01 14:59:32",34.129,"2023-04-01 14:00:32",682.6,774.7,858,"2023-04-01 14:00:07",2.789047,11.47,"2023-04-01 14:36:29",4.081,216.7,31.73,0
"2023-04-01 16:00:00",12.05,36.16,24.26,24.77,25.18,"2023-04-01 15:01:41",24.18,"2023-04-01 15:57:11",47.69,46.07,48.65,"2023-04-01 15:52:31",44.67,"2023-04-01 15:23:11",1011,1011.051,1011.482,"2023-04-01 15:56:52",1010.637,"2023-04-01 15:01:42",35.08,35.49207,35.716,"2023-04-01 15:35:32",35.083,"2023-04-01 15:59:52",451.9,572,683.8,"2023-04-01 15:00:02",2.059212,13.03,"2023-04-01 15:47:27",4.495,215.1,27,0
"2023-04-01 17:00:00",12.05,35.52,24.32,24.42,24.63,"2023-04-01 16:21:21",24.22,"2023-04-01 16:57:21",48.71,46.76,48.93,"2023-04-01 16:57:31",45.05,"2023-04-01 16:21:41",1012,1011.414,1011.793,"2023-04-01 16:57:42",1011.071,"2023-04-01 16:13:02",33.11,34.03124,35.083,"2023-04-01 16:00:01",33.098,"2023-04-01 16:59:42",201,326.7,452.9,"2023-04-01 16:00:01",1.176154,11.86,"2023-04-01 16:04:07",5.329,197.6,23.09,0
"2023-04-01 18:00:00",12.05,33.32,23.06,23.54,24.25,"2023-04-01 17:01:01",23.05,"2023-04-01 17:59:21",51.87,50.79,53.29,"2023-04-01 17:48:31",48.52,"2023-04-01 17:01:01",1012,1012.018,1012.455,"2023-04-01 17:59:52",1011.522,"2023-04-01 17:07:42",28.52,30.75725,33.107,"2023-04-01 17:00:01",28.516,"2023-04-01 17:59:52",13,45.82,201.7,"2023-04-01 17:00:05",0.1649611,12.15,"2023-04-01 17:16:12",4.743,197.2,20.11,0
"2023-04-01 19:00:00",12.05,28.66,22.48,22.79,23.08,"2023-04-01 18:00:11",22.48,"2023-04-01 18:58:51",55.42,52.64,55.42,"2023-04-01 18:59:41",50.52,"2023-04-01 18:05:51",1013,1012.812,1013.127,"2023-04-01 18:55:32",1012.39,"2023-04-01 18:00:52",26.46,27.34951,28.518,"2023-04-01 18:00:22",26.447,"2023-04-01 18:59:12",0,2.47,13,"2023-04-01 18:00:01",0.008890765,9.21,"2023-04-01 18:45:14",3.918,184.6,21.06,0
"2023-04-01 20:00:00",12.06,26.19,22.46,22.38,22.49,"2023-04-01 19:00:31",22.27,"2023-04-01 19:30:51",53.05,56.03,59.09,"2023-04-01 19:33:41",52.74,"2023-04-01 19:58:01",1014,1013.449,1013.89,"2023-04-01 19:59:52",1013.046,"2023-04-01 19:01:22",25.58,25.93574,26.456,"2023-04-01 19:00:01",25.583,"2023-04-01 19:58:22",0,0,0,"2023-04-01 19:00:01",0,8.43,"2023-04-01 19:22:59",3.245,174.4,23.06,0
"2023-04-01 21:00:00",12.05,25.16,22.12,22.19,22.48,"2023-04-01 20:00:21",21.95,"2023-04-01 20:51:01",52.05,52.51,53.93,"2023-04-01 20:03:31",51.67,"2023-04-01 20:33:31",1015,1014.35,1014.677,"2023-04-01 20:46:52",1013.878,"2023-04-01 20:00:02",25.11,25.34619,25.593,"2023-04-01 20:00:02",25.107,"2023-04-01 20:58:32",0,0,0,"2023-04-01 20:00:01",0,10.09,"2023-04-01 20:58:31",3.833,173.6,18.19,0
"2023-04-01 22:00:00",12.05,24.6,21.49,21.82,22.14,"2023-04-01 21:00:01",21.47,"2023-04-01 21:56:51",55.67,53.72,55.67,"2023-04-01 21:59:51",52.17,"2023-04-01 21:00:01",1014,1014.564,1014.723,"2023-04-01 21:10:12",1014.422,"2023-04-01 21:59:12",24.71,24.90873,25.107,"2023-04-01 21:00:01",24.707,"2023-04-01 21:59:12",0,0,0,"2023-04-01 21:00:01",0,8.62,"2023-04-01 21:16:11",3.339,162.6,24.31,0
"2023-04-01 23:00:00",12.05,24.22,20.92,21.25,21.51,"2023-04-01 22:00:11",20.92,"2023-04-01 22:59:41",60.36,59.09,61.91,"2023-04-01 22:38:51",55.46,"2023-04-01 22:01:01",1015,1014.582,1014.766,"2023-04-01 22:35:02",1014.337,"2023-04-01 22:16:22",24.26,24.48593,24.726,"2023-04-01 22:00:32",24.257,"2023-04-01 22:58:32",0,0,0,"2023-04-01 22:00:01",0,5.488,"2023-04-01 22:05:45",1.994,132.8,20.39,0
"2023-04-02 00:00:00",12.05,23.84,20.72,20.92,21.04,"2023-04-01 23:32:11",20.72,"2023-04-01 23:59:21",60.36,58.85,60.51,"2023-04-01 23:59:11",57.34,"2023-04-01 23:24:11",1015,1014.692,1014.81,"2023-04-01 23:51:52",1014.602,"2023-04-01 23:34:52",23.92,24.05825,24.267,"2023-04-01 23:00:02",23.912,"2023-04-01 23:58:42",0,0,0,"2023-04-01 23:00:01",0,2.842,"2023-04-01 23:16:21",1.171,134.4,17.11,0
"2023-04-02 01:00:00",12.05,23.52,20.35,20.59,20.74,"2023-04-02 00:00:01",20.34,"2023-04-02 00:59:21",62.41,60.13,62.41,"2023-04-02 00:59:51",59.11,"2023-04-02 00:30:11",1015,1014.838,1014.935,"2023-04-02 00:29:32",1014.713,"2023-04-02 00:01:52",23.56,23.74842,23.931,"2023-04-02 00:00:12",23.557,"2023-04-02 00:59:52",0,0,0,"2023-04-02 00:00:01",0,2.352,"2023-04-02 00:10:01",1.134,130.2,16.27,0
"2023-04-02 02:00:00",12.05,23.18,20.15,19.79,20.36,"2023-04-02 01:00:21",19.37,"2023-04-02 01:37:51",62.68,64.83,66.54,"2023-04-02 01:50:01",62.44,"2023-04-02 01:57:51",1015,1014.703,1014.807,"2023-04-02 01:00:02",1014.468,"2023-04-02 01:18:02",23.1,23.32454,23.586,"2023-04-02 01:00:32",23.095,"2023-04-02 01:56:22",0,0,0,"2023-04-02 01:00:01",0,2.156,"2023-04-02 01:19:50",0.405,93.5,41.9,0
"2023-04-02 03:00:00",12.06,23.07,20.4,20.48,20.86,"2023-04-02 02:26:01",19.99,"2023-04-02 02:12:01",65.94,63.13,65.94,"2023-04-02 02:59:51",60.45,"2023-04-02 02:24:21",1015,1014.645,1014.761,"2023-04-02 02:08:32",1014.515,"2023-04-02 02:49:52",23.54,23.28242,23.547,"2023-04-02 02:58:32",23.085,"2023-04-02 02:00:22",0,0,0,"2023-04-02 02:00:01",0,1.47,"2023-04-02 02:12:18",0.249,104.2,40.21,0
"2023-04-02 04:00:00",12.06,23.1,19.88,20.23,20.52,"2023-04-02 03:31:21",19.87,"2023-04-02 03:59:31",66.39,65.95,67.92,"2023-04-02 03:12:31",64,"2023-04-02 03:37:11",1014,1014.44,1014.604,"2023-04-02 03:00:22",1014.321,"2023-04-02 03:52:32",23.47,23.5199,23.566,"2023-04-02 03:02:02",23.461,"2023-04-02 03:58:32",0,0,0,"2023-04-02 03:00:01",0,1.274,"2023-04-02 03:35:32",0.26,88.8,23.76,0
"2023-04-02 05:00:00",12.06,23.04,20.17,20.11,20.32,"2023-04-02 04:41:31",19.82,"2023-04-02 04:06:41",63.28,64.18,66.83,"2023-04-02 04:06:11",62.83,"2023-04-02 04:40:21",1015,1014.575,1014.876,"2023-04-02 04:59:52",1014.404,"2023-04-02 04:00:02",23.15,23.2596,23.47,"2023-04-02 04:00:01",23.134,"2023-04-02 04:57:02",0,0,0,"2023-04-02 04:00:01",0,2.842,"2023-04-02 04:31:42",0.914,128.5,20.14,0
"2023-04-02 06:00:00",12.06,22.73,19.52,19.83,20.19,"2023-04-02 05:02:31",19.51,"2023-04-02 05:58:21",67.54,65.34,67.54,"2023-04-02 05:59:51",63.25,"2023-04-02 05:00:01",1015,1015.072,1015.402,"2023-04-02 05:59:52",1014.866,"2023-04-02 05:00:42",22.85,23.01681,23.153,"2023-04-02 05:00:01",22.835,"2023-04-02 05:58:52",0,0,0,"2023-04-02 05:00:01",0,2.352,"2023-04-02 05:02:44",0.842,144,20.86,0
"2023-04-02 07:00:00",12.06,22.45,19.66,19.61,19.8,"2023-04-02 06:26:41",19.46,"2023-04-02 06:11:31",70.9,68.78,70.9,"2023-04-02 06:59:51",67.13,"2023-04-02 06:05:21",1016,1015.603,1015.792,"2023-04-02 06:58:42",1015.395,"2023-04-02 06:05:32",22.76,22.73728,22.854,"2023-04-02 06:00:01",22.68,"2023-04-02 06:30:02",30.26,10.49,30.26,"2023-04-02 06:59:42",0.03774923,3.43,"2023-04-02 06:46:47",0.884,137.4,26.47,0
"2023-04-02 08:00:00",12.04,23.18,20.13,19.53,20.13,"2023-04-02 07:59:51",19.36,"2023-04-02 07:28:01",75.06,74.66,76.17,"2023-04-02 07:33:21",70.9,"2023-04-02 07:00:01",1017,1016.147,1016.554,"2023-04-02 07:59:42",1015.782,"2023-04-02 07:00:42",23.54,23.09899,23.538,"2023-04-02 07:59:52",22.748,"2023-04-02 07:00:22",353,61.63,353,"2023-04-02 07:59:54",0.2218592,1.568,"2023-04-02 07:34:31",0.488,105.8,15.72,0
"2023-04-02 09:00:00",12.06,31.9,23.66,22.35,23.86,"2023-04-02 08:57:51",20.13,"2023-04-02 08:00:21",57.89,65.22,75,"2023-04-02 08:00:01",57.18,"2023-04-02 08:59:11",1017,1016.975,1017.237,"2023-04-02 08:54:12",1016.554,"2023-04-02 08:00:01",31.19,27.16945,31.187,"2023-04-02 08:59:52",23.528,"2023-04-02 08:00:02",610.5,487.7,611.4,"2023-04-02 08:59:53",1.755822,2.156,"2023-04-02 08:41:30",0.795,124.9,31.48,0
"2023-04-02 10:00:00",12.06,38.21,25.74,24.4,25.84,"2023-04-02 09:59:21",23.59,"2023-04-02 09:01:11",51.8,55.8,58.81,"2023-04-02 09:06:31",51.73,"2023-04-02 09:59:31",1017,1017.335,1017.403,"2023-04-02 09:41:32",1017.218,"2023-04-02 09:01:12",36.69,34.12745,36.691,"2023-04-02 09:59:52",31.187,"2023-04-02 09:00:01",803,712.5,804,"2023-04-02 09:59:27",2.565006,2.94,"2023-04-02 09:16:59",0.963,197.3,32.85,0
"2023-04-02 11:00:00",12.06,40.54,26.34,25.58,26.34,"2023-04-02 10:59:51",25.17,"2023-04-02 10:09:21",55.22,52.68,55.31,"2023-04-02 10:59:31",51.35,"2023-04-02 10:20:01",1017,1017.313,1017.39,"2023-04-02 10:24:22",1017.126,"2023-04-02 10:59:22",38.97,38.21062,38.971,"2023-04-02 10:59:22",36.691,"2023-04-02 10:00:01",796.2,867,932,"2023-04-02 10:59:43",3.122864,3.92,"2023-04-02 10:22:55",1.672,195.7,29.42,0
"2023-04-02 12:00:00",12.06,41.29,27.45,26.93,27.64,"2023-04-02 11:44:41",26.14,"2023-04-02 11:21:31",49,50.33,55.06,"2023-04-02 11:00:01",47.74,"2023-04-02 11:48:11",1017,1016.873,1017.135,"2023-04-02 11:00:12",1016.652,"2023-04-02 11:59:52",39.73,39.62461,39.823,"2023-04-02 11:32:32",38.971,"2023-04-02 11:00:01",996,963,998,"2023-04-02 11:58:42",3.467142,3.626,"2023-04-02 11:29:56",1.188,211.3,63.11,0
"2023-04-02 13:00:00",12.06,41,27.28,27.37,27.88,"2023-04-02 12:56:11",26.86,"2023-04-02 12:05:21",47.58,47.77,50.51,"2023-04-02 12:03:01",45.8,"2023-04-02 12:58:21",1016,1016.44,1016.658,"2023-04-02 12:01:02",1016.22,"2023-04-02 12:59:52",39.43,39.5646,39.734,"2023-04-02 12:00:01",39.406,"2023-04-02 12:54:22",966,1003,1025,"2023-04-02 12:52:05",3.611798,6.076,"2023-04-02 12:19:08",1.716,206.2,45.1,0
"2023-04-02 14:00:00",12.06,40.03,26.71,27.33,27.97,"2023-04-02 13:21:41",26.52,"2023-04-02 13:51:01",50.63,48.91,52.28,"2023-04-02 13:57:31",45.64,"2023-04-02 13:10:41",1016,1015.911,1016.227,"2023-04-02 13:00:22",1015.55,"2023-04-02 13:58:52",39.4,39.45778,39.584,"2023-04-02 13:43:02",39.353,"2023-04-02 13:22:32",847,919,975,"2023-04-02 13:03:30",3.30806,7.252,"2023-04-02 13:36:43",2.021,203.4,41.36,0
"2023-04-02 15:00:00",12.06,40.35,26.48,26.83,27.24,"2023-04-02 14:19:51",26.42,"2023-04-02 14:33:01",48.36,50.53,52.73,"2023-04-02 14:14:41",47.42,"2023-04-02 14:57:31",1015,1015.37,1015.605,"2023-04-02 14:04:32",1015.144,"2023-04-02 14:33:32",39.8,39.59235,39.796,"2023-04-02 14:59:12",39.388,"2023-04-02 14:00:52",672.8,763.3,849,"2023-04-02 14:00:26",2.747749,7.644,"2023-04-02 14:23:37",2.369,204.9,33.54,0
"2023-04-02 16:00:00",12.06,41.1,26.35,26.48,26.98,"2023-04-02 15:33:11",25.55,"2023-04-02 15:52:01",52.95,48.26,54.68,"2023-04-02 15:56:51",43.47,"2023-04-02 15:34:31",1015,1015.202,1015.292,"2023-04-02 15:05:32",1015.062,"2023-04-02 15:51:42",39.82,40.05648,40.265,"2023-04-02 15:37:42",39.779,"2023-04-02 15:00:02",436.1,557.1,674.3,"2023-04-02 15:00:08",2.005634,6.664,"2023-04-02 15:50:42",2.207,221.7,34.11,0
"2023-04-02 17:00:00",12.05,40.72,24.66,25.44,26.37,"2023-04-02 16:00:11",24.65,"2023-04-02 16:58:51",57.02,56.03,57.85,"2023-04-02 16:36:31",52.85,"2023-04-02 16:00:01",1015,1015.264,1015.398,"2023-04-02 16:22:32",1015.106,"2023-04-02 16:08:12",37.1,38.8573,39.841,"2023-04-02 16:00:02",37.104,"2023-04-02 16:59:52",185.8,307.8,436.7,"2023-04-02 16:00:01",1.108058,7.644,"2023-04-02 16:46:52",2.199,214.9,33.43,0
"2023-04-02 18:00:00",12.06,37.69,23.82,24.03,24.67,"2023-04-02 17:00:51",23.76,"2023-04-02 17:47:21",61.23,59.89,61.57,"2023-04-02 17:54:31",56.92,"2023-04-02 17:00:11",1016,1015.416,1015.653,"2023-04-02 17:58:42",1015.155,"2023-04-02 17:00:22",30.78,33.76242,37.104,"2023-04-02 17:00:01",30.78,"2023-04-02 17:59:52",8.61,56.45,185.6,"2023-04-02 17:00:01",0.2032143,7.448,"2023-04-02 17:08:26",2.271,218.9,30.53,0
"2023-04-02 19:00:00",12.06,31.23,23.59,23.72,23.84,"2023-04-02 18:01:31",23.59,"2023-04-02 18:58:41",63.57,61.94,63.69,"2023-04-02 18:56:01",60.71,"2023-04-02 18:13:01",1016,1015.717,1016,"2023-04-02 18:59:42",1015.569,"2023-04-02 18:19:02",28.34,29.30338,30.78,"2023-04-02 18:00:01",28.33,"2023-04-02 18:58:52",0,1.398,8.61,"2023-04-02 18:00:01",0.005033787,5.684,"2023-04-02 18:04:02",1.504,204.6,30.23,0
"2023-04-02 20:00:00",12.06,28.3,23.32,23.49,23.61,"2023-04-02 19:00:11",23.32,"2023-04-02 19:59:51",66.29,64.8,66.46,"2023-04-02 19:58:01",63.45,"2023-04-02 19:03:41",1016,1016.269,1016.487,"2023-04-02 19:58:22",1015.989,"2023-04-02 19:00:42",27.46,27.86821,28.34,"2023-04-02 19:00:01",27.457,"2023-04-02 19:59:32",0,0,0,"2023-04-02 19:00:01",0,3.626,"2023-04-02 19:51:41",1.038,155.7,31.96,0
"2023-04-02 21:00:00",12.06,27.18,22.99,23.18,23.35,"2023-04-02 20:00:41",22.98,"2023-04-02 20:58:31",71.03,68.92,71.25,"2023-04-02 20:58:01",66.29,"2023-04-02 20:00:01",1017,1016.785,1016.996,"2023-04-02 20:59:42",1016.48,"2023-04-02 20:00:12",26.88,27.11483,27.466,"2023-04-02 20:00:32",26.863,"2023-04-02 20:58:52",0,0,0,"2023-04-02 20:00:01",0,3.332,"2023-04-02 20:07:40",0.964,214.4,24.26,0
"2023-04-02 22:00:00",12.05,26.59,23.04,23.02,23.08,"2023-04-02 21:25:51",22.95,"2023-04-02 21:02:31",71.87,72.05,72.72,"2023-04-02 21:35:21",71.03,"2023-04-02 21:00:21",1017,1017.13,1017.194,"2023-04-02 21:48:22",1016.994,"2023-04-02 21:00:01",26.69,26.78113,26.891,"2023-04-02 21:01:22",26.683,"2023-04-02 21:59:22",0,0,0,"2023-04-02 21:00:01",0,2.45,"2023-04-02 21:55:58",0.836,179.8,15.03,0
"2023-04-02 23:00:00",12.05,26.37,22.27,22.71,23.08,"2023-04-02 22:04:01",22.24,"2023-04-02 22:59:41",77.99,74.46,78.3,"2023-04-02 22:57:01",71.69,"2023-04-02 22:11:31",1017,1017.088,1017.202,"2023-04-02 22:15:32",1016.892,"2023-04-02 22:59:32",26.11,26.4667,26.702,"2023-04-02 22:00:12",26.096,"2023-04-02 22:59:12",0,0,0,"2023-04-02 22:00:01",0,2.744,"2023-04-02 22:21:03",0.602,159.6,34.82,0
"2023-04-03 00:00:00",12.06,25.79,22.35,22.33,22.48,"2023-04-02 23:27:51",22.2,"2023-04-02 23:17:31",76.55,76.78,78.16,"2023-04-02 23:02:41",75.34,"2023-04-02 23:26:31",1017,1016.748,1016.894,"2023-04-02 23:00:12",1016.6,"2023-04-02 23:59:52",26.01,26.06259,26.134,"2023-04-02 23:00:02",26.001,"2023-04-02 23:52:12",0,0,0,"2023-04-02 23:00:01",0,1.96,"2023-04-02 23:20:07",0.623,115.4,32.86,0
"2023-04-03 01:00:00",12.06,25.73,22.3,22.38,22.49,"2023-04-03 00:12:31",22.28,"2023-04-03 00:38:01",77.27,76.5,77.64,"2023-04-03 00:54:31",75.52,"2023-04-03 00:16:51",1016,1016.489,1016.683,"2023-04-03 00:14:52",1016.226,"2023-04-03 00:59:52",26.09,26.04375,26.096,"2023-04-03 00:50:22",25.992,"2023-04-03 00:10:42",0,0,0,"2023-04-03 00:00:01",0,0.98,"2023-04-03 00:48:51",0.164,68.54,16.8,0
"2023-04-03 02:00:00",12.05,25.73,22.25,22.25,22.34,"2023-04-03 01:03:41",22.17,"2023-04-03 01:41:51",74.76,76.06,77.3,"2023-04-03 01:01:21",74.62,"2023-04-03 01:55:01",1016,1015.916,1016.23,"2023-04-03 01:00:02",1015.512,"2023-04-03 01:59:52",26.12,26.09213,26.124,"2023-04-03 01:59:12",26.067,"2023-04-03 01:00:12",0,0,0,"2023-04-03 01:00:01",0,0.882,"2023-04-03 01:22:59",0.079,72.18,6.501,0
